EvaluationID,ObservedInchesFromZero,ObservedSeedSpacing,TargetSpacingInches,SeedPlacementType
1317,88,10,11,0
1317,101,13,11,0
1317,114,13,11,0
1317,124,10,11,0
1317,136,12,11,0
1317,147,11,11,0
1317,160,13,11,0
1317,169,9,11,0
1317,181,12,11,0
1317,195,14,11,3
1317,204,9,11,0
1317,213,9,11,0
1318,13,13,12.5,0
1318,26,13,12.5,0
1318,39,13,12.5,0
1318,52,13,12.5,0
1318,67,15,12.5,0
1318,80,13,12.5,0
1318,94,14,12.5,0
1318,110,16,12.5,3
1318,123,13,12.5,0
1318,138,15,12.5,0
1318,152,14,12.5,0
1318,165,13,12.5,2
1318,166,1,12.5,2
1318,178,12,12.5,0
1318,191,13,12.5,0
1318,206,15,12.5,0
1318,220,14,12.5,0
1318,237,17,12.5,3
1318,252,15,12.5,0
1318,267,15,12.5,0
1318,280,13,12.5,0
1319,10,10,12,0
1319,22,12,12,0
1319,32,10,12,0
1319,45,13,12,1
1319,78,33,12,1
1319,90,12,12,0
1319,105,15,12,3
1319,114,9,12,3
1319,127,13,12,0
1319,139,12,12,0
1319,149,10,12,2
1319,150,1,12,2
1319,161,11,12,1
1319,184,23,12,1
1319,205,21,12,1
1319,219,14,12,0
1319,228,9,12,3
1319,245,17,12,3
1319,254,9,12,3
1320,9,9,9.3,0
1320,16,7,9.3,3
1320,27,11,9.3,0
1320,37,10,9.3,0
1320,44,7,9.3,3
1320,63,19,9.3,1
1320,74,11,9.3,0
1320,82,8,9.3,0
1320,92,10,9.3,1
1320,111,19,9.3,1
1320,120,9,9.3,0
1320,128,8,9.3,0
1320,139,11,9.3,0
1320,146,7,9.3,3
1321,5,5,13,2
1321,14,9,13,3
1321,26,12,13,0
1321,34,8,13,3
1321,45,11,13,0
1321,54,9,13,3
1321,66,12,13,0
1321,76,10,13,3
1321,89,13,13,2
1321,95,6,13,2
1321,106,11,13,0
1321,117,11,13,0
1321,128,11,13,0
1321,141,13,13,2
1321,143,2,13,2
1321,154,11,13,0
1321,161,7,13,3
1321,172,11,13,0
1321,181,9,13,3
1321,200,19,13,3
1321,220,20,13,1
1321,250,30,13,1
1321,263,13,13,2
1321,268,5,13,2
1321,281,13,13,0
1322,13,13,13,0
1322,25,12,13,0
1322,39,14,13,0
1322,52,13,13,0
1322,64,12,13,0
1322,77,13,13,0
1322,90,13,13,0
1322,102,12,13,0
1322,115,13,13,0
1322,126,11,13,0
1322,139,13,13,0
1322,152,13,13,0
1322,164,12,13,0
1322,177,13,13,0
1322,189,12,13,0
1322,204,15,13,0
1322,214,10,13,3
1322,225,11,13,0
1322,239,14,13,0
1322,254,15,13,0
1322,266,12,13,0
1322,277,11,13,0
1323,14,14,13,0
1323,28,14,13,0
1323,41,13,13,0
1323,52,11,13,0
1323,66,14,13,0
1323,78,12,13,0
1323,94,16,13,3
1323,107,13,13,0
1323,124,17,13,3
1323,138,14,13,0
1323,149,11,13,0
1323,165,16,13,3
1323,179,14,13,0
1323,191,12,13,0
1323,206,15,13,0
1323,221,15,13,0
1323,233,12,13,0
1323,245,12,13,0
1323,262,17,13,3
1323,276,14,13,0
1324,35,35,16,1
1324,50,15,16,0
1324,64,14,16,0
1324,79,15,16,0
1324,96,17,16,0
1324,115,19,16,0
1324,134,19,16,0
1324,144,10,16,3
1324,160,16,16,0
1324,174,14,16,0
1324,191,17,16,0
1324,204,13,16,0
1324,222,18,16,0
1324,240,18,16,0
1324,252,12,16,3
1325,9,9,13,3
1325,19,10,13,3
1325,31,12,13,0
1325,44,13,13,0
1325,55,11,13,0
1325,66,11,13,0
1325,78,12,13,0
1325,91,13,13,0
1325,100,9,13,3
1325,113,13,13,0
1325,126,13,13,0
1325,136,10,13,3
1325,150,14,13,0
1325,163,13,13,0
1325,180,17,13,3
1325,193,13,13,0
1325,201,8,13,3
1325,214,13,13,2
1325,216,2,13,2
1325,223,7,13,3
1325,249,26,13,1
1325,260,11,13,0
1326,15,15,13,0
1326,30,15,13,0
1326,48,18,13,3
1326,62,14,13,1
1326,92,30,13,1
1326,102,10,13,3
1326,118,16,13,3
1326,133,15,13,0
1326,149,16,13,3
1326,167,18,13,3
1326,181,14,13,0
1326,195,14,13,0
1326,210,15,13,0
1326,225,15,13,0
1326,243,18,13,3
1326,257,14,13,0
1327,15,15,15,0
1327,27,12,15,0
1327,40,13,15,0
1327,60,20,15,3
1327,75,15,15,0
1327,91,16,15,0
1327,106,15,15,0
1327,115,9,15,3
1327,134,19,15,3
1327,149,15,15,0
1327,164,15,15,0
1327,176,12,15,1
1327,208,32,15,1
1327,224,16,15,0
1327,236,12,15,0
1327,254,18,15,0
1328,14,14,14,0
1328,27,13,14,0
1328,41,14,14,0
1328,54,13,14,0
1328,66,12,14,0
1328,80,14,14,0
1328,94,14,14,0
1328,105,11,14,3
1328,118,13,14,0
1328,130,12,14,0
1328,140,10,14,3
1328,155,15,14,0
1328,170,15,14,0
1328,185,15,14,0
1328,195,10,14,3
1328,214,19,14,3
1328,227,13,14,0
1328,236,9,14,3
1328,251,15,14,0
1328,266,15,14,0
1328,276,10,14,3
1328,288,12,14,0
1328,300,12,14,0
1328,314,14,14,0
1328,326,12,14,0
1329,17,17,13,3
1329,33,16,13,3
1329,49,16,13,3
1329,66,17,13,3
1329,80,14,13,0
1329,99,19,13,3
1329,118,19,13,3
1329,131,13,13,0
1329,147,16,13,3
1329,163,16,13,3
1329,184,21,13,1
1329,196,12,13,0
1329,215,19,13,3
1329,230,15,13,0
1329,243,13,13,1
1329,264,21,13,1
1329,279,15,13,0
1329,297,18,13,3
1329,314,17,13,3
1330,6,6,13,2
1330,13,7,13,3
1330,19,6,13,2
1330,24,5,13,2
1330,30,6,13,2
1330,37,7,13,3
1330,42,5,13,2
1330,47,5,13,2
1330,53,6,13,2
1330,68,15,13,2
1330,74,6,13,2
1330,82,8,13,3
1330,86,4,13,2
1330,94,8,13,3
1330,103,9,13,3
1330,107,4,13,2
1330,119,12,13,0
1330,126,7,13,3
1330,134,8,13,3
1330,140,6,13,2
1330,145,5,13,2
1330,155,10,13,3
1330,160,5,13,2
1330,167,7,13,3
1330,179,12,13,0
1330,188,9,13,3
1330,190,2,13,2
1331,14,14,13,0
1331,21,7,13,3
1331,33,12,13,0
1331,44,11,13,0
1331,55,11,13,0
1331,67,12,13,0
1331,76,9,13,3
1331,91,15,13,0
1331,106,15,13,0
1331,115,9,13,3
1331,130,15,13,0
1331,139,9,13,3
1331,153,14,13,0
1332,18,18,15,2
1332,19,1,15,2
1332,30,11,15,3
1332,47,17,15,0
1332,66,19,15,3
1332,84,18,15,0
1332,100,16,15,0
1332,113,13,15,0
1332,126,13,15,0
1332,141,15,15,0
1332,152,11,15,3
1332,156,4,15,2
1332,173,17,15,0
1332,188,15,15,0
1332,200,12,15,0
1332,215,15,15,0
1332,233,18,15,0
1332,249,16,15,0
1332,264,15,15,0
1332,278,14,15,0
1332,294,16,15,0
1333,13,13,14,0
1333,28,15,14,0
1333,42,14,14,0
1333,57,15,14,0
1333,72,15,14,0
1333,87,15,14,0
1333,102,15,14,0
1333,116,14,14,2
1333,117,1,14,2
1333,131,14,14,0
1333,145,14,14,0
1333,162,17,14,3
1333,181,19,14,3
1333,194,13,14,0
1333,207,13,14,0
1333,221,14,14,0
1333,236,15,14,0
1333,250,14,14,0
1333,266,16,14,0
1333,284,18,14,3
1333,297,13,14,0
1334,11,11,11.5,1
1334,29,18,11.5,1
1334,36,7,11.5,3
1334,43,7,11.5,3
1334,55,12,11.5,0
1334,67,12,11.5,0
1334,76,9,11.5,3
1334,82,6,11.5,3
1334,93,11,11.5,0
1334,108,15,11.5,3
1334,120,12,11.5,1
1334,144,24,11.5,1
1334,160,16,11.5,3
1334,175,15,11.5,3
1335,10,10,13,3
1335,23,13,13,2
1335,25,2,13,2
1335,37,12,13,1
1335,57,20,13,1
1335,69,12,13,0
1335,82,13,13,0
1335,93,11,13,0
1335,103,10,13,3
1335,114,11,13,0
1335,124,10,13,3
1335,137,13,13,0
1335,151,14,13,0
1335,160,9,13,3
1335,164,4,13,2
1335,169,5,13,2
1335,196,27,13,1
1335,234,38,13,1
1335,242,8,13,3
1335,254,12,13,0
1335,265,11,13,0
1335,280,15,13,0
1336,22,22,10,1
1336,31,9,10,0
1336,39,8,10,0
1336,50,11,10,0
1336,61,11,10,0
1336,70,9,10,0
1336,77,7,10,3
1336,88,11,10,0
1336,96,8,10,0
1336,105,9,10,0
1336,113,8,10,0
1336,121,8,10,0
1337,16,16,13,3
1337,34,18,13,3
1337,48,14,13,1
1337,76,28,13,1
1337,94,18,13,3
1337,160,66,13,1
1337,175,15,13,0
1337,192,17,13,3
1337,205,13,13,0
1337,224,19,13,3
1337,255,31,13,1
1337,267,12,13,0
1337,283,16,13,3
1338,17,17,13,3
1338,33,16,13,3
1338,48,15,13,0
1338,65,17,13,3
1338,84,19,13,3
1338,96,12,13,0
1338,112,16,13,3
1338,131,19,13,3
1338,144,13,13,0
1338,161,17,13,3
1338,178,17,13,3
1338,193,15,13,0
1338,210,17,13,3
1338,224,14,13,0
1338,241,17,13,3
1338,258,17,13,3
1338,273,15,13,0
1339,8,8,14,3
1339,21,13,14,0
1339,35,14,14,0
1339,48,13,14,0
1339,61,13,14,0
1339,79,18,14,3
1339,94,15,14,0
1339,109,15,14,0
1339,120,11,14,3
1339,143,23,14,1
1339,147,4,14,2
1339,161,14,14,0
1339,177,16,14,0
1339,190,13,14,0
1339,201,11,14,3
1339,217,16,14,0
1339,233,16,14,0
1340,4,4,13,2
1340,7,3,13,2
1340,13,6,13,2
1340,20,7,13,3
1340,34,14,13,2
1340,37,3,13,2
1340,52,15,13,2
1340,57,5,13,2
1340,64,7,13,3
1340,71,7,13,3
1340,76,5,13,2
1340,84,8,13,3
1340,88,4,13,2
1340,92,4,13,2
1340,98,6,13,2
1340,107,9,13,3
1340,113,6,13,2
1340,119,6,13,2
1340,125,6,13,2
1340,133,8,13,3
1340,139,6,13,2
1340,141,2,13,2
1340,148,7,13,3
1340,161,13,13,2
1340,165,4,13,2
1340,167,2,13,2
1340,176,9,13,3
1340,182,6,13,2
1340,191,9,13,3
1340,199,8,13,3
1340,204,5,13,2
1340,209,5,13,2
1340,218,9,13,3
1340,225,7,13,3
1340,232,7,13,3
1340,235,3,13,2
1340,238,3,13,2
1340,246,8,13,3
1340,252,6,13,2
1340,259,7,13,3
1341,25,25,11,1
1341,35,10,11,0
1341,45,10,11,2
1341,47,2,11,2
1341,56,9,11,0
1341,70,14,11,3
1341,77,7,11,3
1341,91,14,11,3
1341,101,10,11,0
1341,112,11,11,0
1341,125,13,11,0
1341,134,9,11,0
1341,145,11,11,0
1341,158,13,11,0
1341,168,10,11,0
1341,177,9,11,0
1341,190,13,11,0
1341,200,10,11,0
1341,212,12,11,0
1341,223,11,11,0
1341,233,10,11,0
1341,247,14,11,3
1341,265,18,11,1
1341,277,12,11,0
1342,10,10,9,0
1342,19,9,9,0
1342,28,9,9,0
1342,39,11,9,3
1342,52,13,9,3
1342,68,16,9,1
1342,75,7,9,3
1342,84,9,9,0
1342,96,12,9,3
1342,103,7,9,3
1342,113,10,9,1
1342,127,14,9,1
1342,138,11,9,3
1342,146,8,9,0
1342,155,9,9,0
1342,164,9,9,0
1342,175,11,9,3
1342,181,6,9,3
1342,191,10,9,0
1342,203,12,9,3
1342,216,13,9,3
1342,229,13,9,3
1342,240,11,9,3
1342,247,7,9,3
1342,260,13,9,3
1342,269,9,9,0
1342,278,9,9,0
1342,289,11,9,3
1342,298,9,9,0
1343,7,7,8,0
1343,15,8,8,1
1343,30,15,8,1
1343,38,8,8,0
1343,48,10,8,3
1343,55,7,8,0
1343,62,7,8,0
1343,72,10,8,3
1343,81,9,8,0
1343,90,9,8,0
1343,99,9,8,0
1343,104,5,8,3
1343,113,9,8,0
1343,120,7,8,0
1343,129,9,8,0
1343,137,8,8,2
1343,140,3,8,2
1343,152,12,8,3
1343,159,7,8,0
1343,167,8,8,0
1343,176,9,8,0
1343,183,7,8,1
1343,198,15,8,1
1343,206,8,8,0
1343,217,11,8,3
1343,222,5,8,3
1343,230,8,8,0
1343,240,10,8,3
1344,11,11,13,0
1344,24,13,13,0
1344,40,16,13,3
1344,49,9,13,3
1344,58,9,13,3
1344,68,10,13,3
1344,77,9,13,3
1344,85,8,13,3
1344,99,14,13,0
1344,112,13,13,0
1344,123,11,13,0
1344,136,13,13,2
1344,138,2,13,2
1344,150,12,13,0
1344,161,11,13,0
1344,173,12,13,0
1344,184,11,13,0
1344,195,11,13,0
1344,208,13,13,0
1344,218,10,13,3
1344,229,11,13,0
1345,11,11,13,0
1345,23,12,13,0
1345,33,10,13,3
1345,43,10,13,3
1345,55,12,13,0
1345,66,11,13,0
1345,76,10,13,3
1345,89,13,13,0
1345,101,12,13,1
1345,122,21,13,1
1345,133,11,13,2
1345,137,4,13,2
1345,145,8,13,3
1345,155,10,13,3
1345,158,3,13,2
1345,169,11,13,0
1345,180,11,13,0
1345,191,11,13,0
1345,201,10,13,3
1345,215,14,13,0
1345,234,19,13,3
1345,246,12,13,0
1345,256,10,13,3
1346,15,15,13,2
1346,20,5,13,2
1346,30,10,13,3
1346,38,8,13,3
1346,54,16,13,3
1346,57,3,13,2
1346,70,13,13,2
1346,76,6,13,2
1346,87,11,13,0
1346,95,8,13,3
1346,104,9,13,3
1346,112,8,13,3
1346,123,11,13,0
1346,133,10,13,3
1346,143,10,13,3
1346,148,5,13,2
1346,168,20,13,1
1346,181,13,13,2
1346,187,6,13,2
1346,197,10,13,3
1346,206,9,13,3
1346,212,6,13,2
1346,225,13,13,0
1346,237,12,13,0
1346,248,11,13,2
1346,251,3,13,2
1347,24,24,9,1
1347,40,16,9,1
1347,59,19,9,1
1347,66,7,9,3
1347,77,11,9,3
1347,85,8,9,0
1347,94,9,9,0
1347,103,9,9,0
1347,112,9,9,0
1347,120,8,9,0
1347,131,11,9,3
1347,140,9,9,0
1347,151,11,9,3
1347,160,9,9,0
1347,171,11,9,3
1347,180,9,9,0
1347,188,8,9,0
1347,196,8,9,1
1347,211,15,9,1
1347,223,12,9,3
1347,232,9,9,0
1348,17,17,13,3
1348,35,18,13,3
1348,71,36,13,1
1348,89,18,13,3
1348,105,16,13,3
1348,123,18,13,3
1348,142,19,13,3
1348,159,17,13,3
1348,176,17,13,3
1348,192,16,13,3
1348,208,16,13,3
1348,225,17,13,3
1348,243,18,13,3
1348,262,19,13,3
1348,278,16,13,3
1349,15,15,16,0
1349,32,17,16,0
1349,46,14,16,0
1349,60,14,16,0
1349,73,13,16,0
1349,88,15,16,0
1349,104,16,16,0
1349,120,16,16,0
1349,136,16,16,0
1349,150,14,16,0
1349,162,12,16,3
1349,181,19,16,0
1349,195,14,16,0
1349,209,14,16,0
1349,223,14,16,2
1349,227,4,16,2
1349,252,25,16,1
1349,278,26,16,1
1349,291,13,16,0
1350,5,5,11.5,2
1350,16,11,11.5,0
1350,30,14,11.5,3
1350,39,9,11.5,3
1350,47,8,11.5,3
1350,54,7,11.5,3
1350,65,11,11.5,0
1350,72,7,11.5,3
1350,73,1,11.5,2
1350,81,8,11.5,3
1350,91,10,11.5,0
1350,103,12,11.5,0
1350,113,10,11.5,0
1350,125,12,11.5,0
1350,136,11,11.5,2
1350,140,4,11.5,2
1350,147,7,11.5,3
1351,15,15,15,0
1351,30,15,15,0
1351,44,14,15,0
1351,57,13,15,0
1351,71,14,15,0
1351,86,15,15,0
1351,106,20,15,3
1351,119,13,15,0
1351,131,12,15,0
1351,146,15,15,0
1351,160,14,15,0
1351,175,15,15,0
1351,189,14,15,0
1351,204,15,15,0
1351,217,13,15,0
1351,230,13,15,0
1351,245,15,15,0
1351,258,13,15,0
1351,273,15,15,0
1351,288,15,15,0
1352,9,9,13,3
1352,20,11,13,0
1352,32,12,13,2
1352,38,6,13,2
1352,48,10,13,3
1352,60,12,13,2
1352,65,5,13,2
1352,72,7,13,3
1352,84,12,13,0
1352,92,8,13,3
1352,99,7,13,3
1352,108,9,13,3
1352,123,15,13,0
1353,11,11,11.5,0
1353,26,15,11.5,3
1353,39,13,11.5,1
1353,65,26,11.5,1
1353,78,13,11.5,0
1353,94,16,11.5,3
1353,112,18,11.5,1
1353,113,1,11.5,2
1353,133,20,11.5,1
1353,152,19,11.5,1
1353,162,10,11.5,0
1354,16,16,13,3
1354,44,28,13,1
1354,59,15,13,0
1354,73,14,13,0
1354,87,14,13,0
1354,100,13,13,0
1354,116,16,13,3
1354,140,24,13,1
1354,154,14,13,0
1354,171,17,13,3
1354,185,14,13,0
1354,199,14,13,0
1354,212,13,13,0
1354,225,13,13,0
1355,19,19,16,0
1355,36,17,16,0
1355,51,15,16,0
1355,67,16,16,0
1355,82,15,16,0
1355,98,16,16,0
1355,117,19,16,0
1355,134,17,16,0
1355,151,17,16,0
1355,166,15,16,0
1355,182,16,16,0
1355,205,23,16,3
1356,15,15,13,0
1356,27,12,13,0
1356,39,12,13,0
1356,54,15,13,1
1356,74,20,13,1
1356,85,11,13,0
1356,94,9,13,3
1356,107,13,13,0
1356,122,15,13,1
1356,142,20,13,1
1356,151,9,13,3
1356,161,10,13,3
1356,171,10,13,3
1356,183,12,13,2
1356,189,6,13,2
1356,200,11,13,0
1356,209,9,13,3
1356,220,11,13,0
1356,232,12,13,0
1356,244,12,13,0
1356,251,7,13,3
1357,7,7,8,0
1357,13,6,8,3
1357,18,5,8,3
1357,29,11,8,3
1357,40,11,8,3
1357,44,4,8,2
1357,55,11,8,3
1357,59,4,8,2
1357,68,9,8,0
1357,76,8,8,0
1357,84,8,8,0
1357,92,8,8,0
1357,100,8,8,2
1357,103,3,8,2
1357,120,17,8,1
1357,130,10,8,3
1357,133,3,8,2
1357,136,3,8,2
1357,146,10,8,3
1357,159,13,8,1
1357,167,8,8,2
1357,169,2,8,2
1357,171,2,8,2
1357,181,10,8,3
1357,187,6,8,3
1357,193,6,8,3
1357,211,18,8,1
1357,220,9,8,0
1357,226,6,8,3
1357,234,8,8,0
1357,240,6,8,3
1357,242,2,8,2
1357,252,10,8,3
1357,256,4,8,2
1358,10,10,13,3
1358,24,14,13,2
1358,30,6,13,2
1358,46,16,13,3
1358,55,9,13,3
1358,61,6,13,2
1358,64,3,13,2
1358,83,19,13,3
1358,91,8,13,3
1358,102,11,13,0
1358,112,10,13,3
1358,122,10,13,3
1358,136,14,13,0
1358,146,10,13,3
1358,158,12,13,0
1359,4,4,9,2
1359,16,12,9,3
1359,26,10,9,0
1359,34,8,9,0
1359,45,11,9,3
1359,53,8,9,0
1359,64,11,9,3
1359,72,8,9,0
1359,85,13,9,3
1359,91,6,9,3
1359,103,12,9,3
1359,109,6,9,3
1359,127,18,9,1
1359,140,13,9,3
1359,143,3,9,2
1359,145,2,9,2
1359,152,7,9,3
1359,175,23,9,1
1359,186,11,9,3
1359,189,3,9,2
1359,193,4,9,2
1359,197,4,9,2
1359,203,6,9,3
1359,213,10,9,0
1359,223,10,9,0
1359,228,5,9,3
1359,233,5,9,3
1359,238,5,9,3
1360,14,14,17,0
1360,31,17,17,0
1360,50,19,17,0
1360,67,17,17,0
1360,82,15,17,0
1360,102,20,17,0
1360,119,17,17,0
1360,134,15,17,0
1360,150,16,17,0
1360,168,18,17,0
1360,182,14,17,0
1360,202,20,17,0
1360,222,20,17,0
1360,233,11,17,3
1360,251,18,17,0
1361,11,11,10,0
1361,20,9,10,0
1361,30,10,10,0
1361,41,11,10,0
1361,50,9,10,1
1361,66,16,10,1
1361,77,11,10,1
1361,100,23,10,1
1361,111,11,10,0
1361,120,9,10,0
1361,131,11,10,0
1361,141,10,10,0
1361,148,7,10,3
1361,160,12,10,0
1361,171,11,10,0
1361,182,11,10,0
1361,191,9,10,1
1361,207,16,10,1
1361,215,8,10,0
1361,224,9,10,0
1361,235,11,10,0
1362,8,8,8,0
1362,18,10,8,3
1362,26,8,8,0
1362,37,11,8,3
1362,44,7,8,0
1362,53,9,8,0
1362,58,5,8,3
1362,69,11,8,3
1362,76,7,8,0
1362,84,8,8,0
1362,93,9,8,0
1362,104,11,8,3
1362,112,8,8,0
1362,120,8,8,2
1362,121,1,8,2
1362,130,9,8,1
1362,148,18,8,1
1362,166,18,8,1
1362,176,10,8,3
1362,185,9,8,0
1362,196,11,8,3
1362,205,9,8,0
1362,214,9,8,0
1362,225,11,8,3
1362,227,2,8,2
1362,234,7,8,0
1362,239,5,8,3
1362,244,5,8,3
1362,254,10,8,3
1362,263,9,8,0
1362,272,9,8,0
1362,282,10,8,3
1362,292,10,8,3
1362,299,7,8,2
1362,303,4,8,2
1362,310,7,8,0
1363,2,2,13,2
1363,7,5,13,2
1363,14,7,13,3
1363,22,8,13,3
1363,27,5,13,2
1363,31,4,13,2
1363,39,8,13,3
1363,45,6,13,2
1363,52,7,13,3
1363,55,3,13,2
1363,62,7,13,3
1363,70,8,13,3
1363,76,6,13,2
1363,81,5,13,2
1363,84,3,13,2
1363,93,9,13,3
1363,96,3,13,2
1363,101,5,13,2
1363,103,2,13,2
1363,108,5,13,2
1363,111,3,13,2
1363,118,7,13,3
1363,125,7,13,3
1363,132,7,13,3
1363,135,3,13,2
1363,144,9,13,3
1363,151,7,13,3
1363,153,2,13,2
1363,156,3,13,2
1363,163,7,13,3
1363,169,6,13,2
1363,177,8,13,3
1363,183,6,13,2
1363,194,11,13,2
1363,197,3,13,2
1363,204,7,13,3
1363,219,15,13,2
1363,221,2,13,2
1363,227,6,13,2
1363,234,7,13,3
1364,15,15,13,0
1364,31,16,13,3
1364,44,13,13,0
1364,58,14,13,0
1364,73,15,13,0
1364,87,14,13,0
1364,100,13,13,1
1364,120,20,13,1
1364,139,19,13,3
1364,160,21,13,1
1364,175,15,13,0
1364,190,15,13,0
1364,208,18,13,3
1364,224,16,13,3
1364,241,17,13,3
1365,11,11,13,0
1365,23,12,13,0
1365,35,12,13,0
1365,47,12,13,0
1365,62,15,13,0
1365,76,14,13,0
1365,86,10,13,3
1365,97,11,13,0
1365,107,10,13,3
1365,122,15,13,0
1365,135,13,13,0
1365,149,14,13,0
1365,163,14,13,0
1365,173,10,13,3
1365,189,16,13,3
1365,207,18,13,3
1366,8,8,13,3
1366,10,2,13,2
1366,12,2,13,2
1366,16,4,13,2
1366,27,11,13,2
1366,29,2,13,2
1366,43,14,13,2
1366,47,4,13,2
1366,54,7,13,3
1366,57,3,13,2
1366,66,9,13,3
1366,88,22,13,1
1366,95,7,13,3
1366,107,12,13,0
1366,116,9,13,3
1366,128,12,13,2
1366,133,5,13,2
1366,136,3,13,2
1366,139,3,13,2
1366,146,7,13,3
1366,149,3,13,2
1366,156,7,13,3
1366,176,20,13,1
1366,181,5,13,2
1366,183,2,13,2
1366,186,3,13,2
1366,196,10,13,3
1366,215,19,13,3
1366,226,11,13,0
1366,233,7,13,3
1367,16,16,13,3
1367,31,15,13,0
1367,47,16,13,3
1367,62,15,13,0
1367,80,18,13,3
1367,93,13,13,0
1367,108,15,13,0
1367,122,14,13,0
1367,136,14,13,0
1367,151,15,13,0
1367,165,14,13,0
1367,180,15,13,0
1367,193,13,13,0
1367,208,15,13,0
1367,222,14,13,0
1367,237,15,13,0
1367,252,15,13,0
1367,262,10,13,3
1367,279,17,13,3
1367,292,13,13,0
1368,16,16,13,3
1368,34,18,13,3
1368,50,16,13,3
1368,65,15,13,0
1368,82,17,13,3
1368,103,21,13,1
1368,124,21,13,1
1368,142,18,13,3
1368,160,18,13,3
1368,175,15,13,0
1368,191,16,13,3
1368,207,16,13,3
1368,222,15,13,0
1368,235,13,13,0
1368,250,15,13,0
1368,264,14,13,0
1368,279,15,13,0
1369,8,8,13,3
1369,13,5,13,2
1369,21,8,13,3
1369,28,7,13,3
1369,33,5,13,2
1369,41,8,13,3
1369,48,7,13,3
1369,55,7,13,3
1369,71,16,13,3
1369,80,9,13,3
1369,83,3,13,2
1369,90,7,13,3
1369,96,6,13,2
1369,115,19,13,3
1369,118,3,13,2
1369,129,11,13,2
1369,132,3,13,2
1369,134,2,13,2
1369,140,6,13,2
1369,146,6,13,2
1369,156,10,13,3
1369,158,2,13,2
1369,163,5,13,2
1369,169,6,13,2
1369,176,7,13,3
1369,183,7,13,3
1369,192,9,13,3
1369,195,3,13,2
1369,202,7,13,3
1369,212,10,13,3
1369,216,4,13,2
1369,231,15,13,0
1369,239,8,13,3
1369,247,8,13,3
1369,252,5,13,2
1369,262,10,13,3
1370,5,5,9.3,3
1370,18,13,9.3,3
1370,27,9,9.3,0
1370,34,7,9.3,3
1370,40,6,9.3,3
1370,47,7,9.3,3
1370,65,18,9.3,1
1370,72,7,9.3,3
1370,85,13,9.3,3
1370,90,5,9.3,3
1370,100,10,9.3,0
1370,110,10,9.3,0
1370,119,9,9.3,0
1371,17,17,15,0
1371,27,10,15,3
1371,47,20,15,3
1371,56,9,15,3
1371,71,15,15,0
1371,89,18,15,0
1371,101,12,15,0
1371,116,15,15,0
1371,129,13,15,0
1371,146,17,15,0
1371,160,14,15,0
1371,173,13,15,1
1371,202,29,15,1
1371,220,18,15,0
1372,12,12,11.5,0
1372,26,14,11.5,3
1372,37,11,11.5,0
1372,49,12,11.5,0
1372,62,13,11.5,0
1372,76,14,11.5,3
1372,89,13,11.5,0
1372,99,10,11.5,0
1372,110,11,11.5,2
1372,111,1,11.5,2
1372,124,13,11.5,0
1372,136,12,11.5,0
1372,144,8,11.5,3
1372,161,17,11.5,3
1372,168,7,11.5,3
1372,182,14,11.5,3
1372,193,11,11.5,0
1372,205,12,11.5,0
1372,215,10,11.5,0
1372,227,12,11.5,0
1372,240,13,11.5,0
1372,251,11,11.5,0
1373,7,7,11.5,3
1373,28,21,11.5,1
1373,46,18,11.5,1
1373,63,17,11.5,3
1373,80,17,11.5,3
1373,91,11,11.5,1
1373,115,24,11.5,1
1373,125,10,11.5,0
1374,11,11,13,0
1374,22,11,13,0
1374,32,10,13,3
1374,44,12,13,0
1374,54,10,13,3
1374,58,4,13,2
1374,66,8,13,3
1374,78,12,13,2
1374,84,6,13,2
1374,90,6,13,2
1374,97,7,13,3
1374,110,13,13,0
1374,125,15,13,0
1375,12,12,11.5,0
1375,21,9,11.5,3
1375,31,10,11.5,0
1375,42,11,11.5,0
1375,54,12,11.5,0
1375,67,13,11.5,0
1375,76,9,11.5,3
1375,86,10,11.5,0
1375,96,10,11.5,0
1375,105,9,11.5,3
1375,117,12,11.5,2
1375,120,3,11.5,2
1376,16,16,13,3
1376,30,14,13,2
1376,32,2,13,2
1376,46,14,13,2
1376,52,6,13,2
1376,78,26,13,1
1376,88,10,13,3
1376,108,20,13,1
1376,122,14,13,0
1376,136,14,13,0
1376,150,14,13,0
1376,158,8,13,3
1376,163,5,13,2
1376,171,8,13,3
1377,18,18,13,3
1377,41,23,13,1
1377,50,9,13,3
1377,60,10,13,3
1377,77,17,13,3
1377,91,14,13,1
1377,128,37,13,1
1377,142,14,13,0
1377,149,7,13,3
1377,161,12,13,0
1377,173,12,13,0
1377,192,19,13,3
1377,204,12,13,1
1377,228,24,13,1
1377,241,13,13,0
1377,251,10,13,3
1378,12,12,11,0
1378,23,11,11,0
1378,34,11,11,0
1378,47,13,11,1
1378,64,17,11,1
1378,77,13,11,0
1378,86,9,11,0
1378,94,8,11,3
1378,108,14,11,3
1378,111,3,11,2
1378,119,8,11,3
1378,129,10,11,0
1378,141,12,11,0
1378,149,8,11,3
1378,152,3,11,2
1378,159,7,11,3
1378,192,33,11,1
1378,204,12,11,0
1378,217,13,11,0
1378,223,6,11,3
1378,234,11,11,0
1378,245,11,11,0
1378,257,12,11,0
1378,265,8,11,3
1379,16,16,16,0
1379,30,14,16,0
1379,52,22,16,3
1379,62,10,16,3
1379,80,18,16,0
1379,92,12,16,3
1379,109,17,16,0
1379,123,14,16,0
